Référence;"Code article";"Couleur (FR)";"Couleur (US)";Taille;"Famille (FR)";"Famille (US)";Marque;"Genre (FR)";"Genre (US)";EAN;QTÉ;"Descriptif (FR)";"Descriptif (US)";"Composition (FR)";Pays;"Code Douane";RRP;PVM;"Prix HT";"Prix HT (5+)";"Prix HT (10+)";"Prix HT DST"
"ABEILLE BURGUNDY DB LADY 001";WY4459F/GN;Bordeaux;Burgundy;S/1;Parka;Parka;"Geographical Norway";Femme;Lady;3543116554182;2;"DOUDOUNE LONGUE AVEC CAPUCHE AMOVIBLE ET FOURRURE SYNTHETIQUE. POCHES ZIPPEES SUR DEVANT. BRODERIE SUR POITRINE ET CAPUCHE. BADGE METALLIQUE SUR MANCHE.";"LONG DOWN JACKET WITH REMOVABLE HOOD AND FAKE FUR. 2 ZIPPED POCKETS AT FRONT. CHEST AND HOOD EMBROIDERED. METALLIC BADGE ON SLEEVE";"100% Polyamide";CHINE;62024090;179;99.9;39,00;36,00;33,00;NC
"ABEILLE BURGUNDY DB LADY 001";WY4459F/GN;Bordeaux;Burgundy;M/2;Parka;Parka;"Geographical Norway";Femme;Lady;3543116554199;3;"DOUDOUNE LONGUE AVEC CAPUCHE AMOVIBLE ET FOURRURE SYNTHETIQUE. POCHES ZIPPEES SUR DEVANT. BRODERIE SUR POITRINE ET CAPUCHE. BADGE METALLIQUE SUR MANCHE.";"LONG DOWN JACKET WITH REMOVABLE HOOD AND FAKE FUR. 2 ZIPPED POCKETS AT FRONT. CHEST AND HOOD EMBROIDERED. METALLIC BADGE ON SLEEVE";"100% Polyamide";CHINE;62024090;179;99.9;39,00;36,00;33,00;NC
"ABEILLE BURGUNDY DB LADY 001";WY4459F/GN;Bordeaux;Burgundy;L/3;Parka;Parka;"Geographical Norway";Femme;Lady;3543116554205;3;"DOUDOUNE LONGUE AVEC CAPUCHE AMOVIBLE ET FOURRURE SYNTHETIQUE. POCHES ZIPPEES SUR DEVANT. BRODERIE SUR POITRINE ET CAPUCHE. BADGE METALLIQUE SUR MANCHE.";"LONG DOWN JACKET WITH REMOVABLE HOOD AND FAKE FUR. 2 ZIPPED POCKETS AT FRONT. CHEST AND HOOD EMBROIDERED. METALLIC BADGE ON SLEEVE";"100% Polyamide";CHINE;62024090;179;99.9;39,00;36,00;33,00;NC
"ABEILLE BURGUNDY DB LADY 001";WY4459F/GN;Bordeaux;Burgundy;XL/4;Parka;Parka;"Geographical Norway";Femme;Lady;3543116554212;2;"DOUDOUNE LONGUE AVEC CAPUCHE AMOVIBLE ET FOURRURE SYNTHETIQUE. POCHES ZIPPEES SUR DEVANT. BRODERIE SUR POITRINE ET CAPUCHE. BADGE METALLIQUE SUR MANCHE.";"LONG DOWN JACKET WITH REMOVABLE HOOD AND FAKE FUR. 2 ZIPPED POCKETS AT FRONT. CHEST AND HOOD EMBROIDERED. METALLIC BADGE ON SLEEVE";"100% Polyamide";CHINE;62024090;179;99.9;39,00;36,00;33,00;NC
"ABEILLE BURGUNDY DB LADY 001";WY4459F/GN;Bordeaux;Burgundy;2XL/5;Parka;Parka;"Geographical Norway";Femme;Lady;3543116554229;2;"DOUDOUNE LONGUE AVEC CAPUCHE AMOVIBLE ET FOURRURE SYNTHETIQUE. POCHES ZIPPEES SUR DEVANT. BRODERIE SUR POITRINE ET CAPUCHE. BADGE METALLIQUE SUR MANCHE.";"LONG DOWN JACKET WITH REMOVABLE HOOD AND FAKE FUR. 2 ZIPPED POCKETS AT FRONT. CHEST AND HOOD EMBROIDERED. METALLIC BADGE ON SLEEVE";"100% Polyamide";CHINE;62024090;179;99.9;39,00;36,00;33,00;NC
"ABEILLE DGREY DB LADY 001";WY4461F/GN;"Gris foncé";"Dark Grey";S/1;Parka;Parka;"Geographical Norway";Femme;Lady;3543116554281;2;"DOUDOUNE LONGUE AVEC CAPUCHE AMOVIBLE ET FOURRURE SYNTHETIQUE. POCHES ZIPPEES SUR DEVANT. BRODERIE SUR POITRINE ET CAPUCHE. BADGE METALLIQUE SUR MANCHE.";"LONG DOWN JACKET WITH REMOVABLE HOOD AND FAKE FUR. 2 ZIPPED POCKETS AT FRONT. CHEST AND HOOD EMBROIDERED. METALLIC BADGE ON SLEEVE";"100% Polyamide";CHINE;62024090;179;99.9;39,00;36,00;33,00;NC
"ABEILLE DGREY DB LADY 001";WY4461F/GN;"Gris foncé";"Dark Grey";M/2;Parka;Parka;"Geographical Norway";Femme;Lady;3543116554298;3;"DOUDOUNE LONGUE AVEC CAPUCHE AMOVIBLE ET FOURRURE SYNTHETIQUE. POCHES ZIPPEES SUR DEVANT. BRODERIE SUR POITRINE ET CAPUCHE. BADGE METALLIQUE SUR MANCHE.";"LONG DOWN JACKET WITH REMOVABLE HOOD AND FAKE FUR. 2 ZIPPED POCKETS AT FRONT. CHEST AND HOOD EMBROIDERED. METALLIC BADGE ON SLEEVE";"100% Polyamide";CHINE;62024090;179;99.9;39,00;36,00;33,00;NC
"ABEILLE DGREY DB LADY 001";WY4461F/GN;"Gris foncé";"Dark Grey";L/3;Parka;Parka;"Geographical Norway";Femme;Lady;3543116554304;3;"DOUDOUNE LONGUE AVEC CAPUCHE AMOVIBLE ET FOURRURE SYNTHETIQUE. POCHES ZIPPEES SUR DEVANT. BRODERIE SUR POITRINE ET CAPUCHE. BADGE METALLIQUE SUR MANCHE.";"LONG DOWN JACKET WITH REMOVABLE HOOD AND FAKE FUR. 2 ZIPPED POCKETS AT FRONT. CHEST AND HOOD EMBROIDERED. METALLIC BADGE ON SLEEVE";"100% Polyamide";CHINE;62024090;179;99.9;39,00;36,00;33,00;NC
"ABEILLE DGREY DB LADY 001";WY4461F/GN;"Gris foncé";"Dark Grey";XL/4;Parka;Parka;"Geographical Norway";Femme;Lady;3543116554311;2;"DOUDOUNE LONGUE AVEC CAPUCHE AMOVIBLE ET FOURRURE SYNTHETIQUE. POCHES ZIPPEES SUR DEVANT. BRODERIE SUR POITRINE ET CAPUCHE. BADGE METALLIQUE SUR MANCHE.";"LONG DOWN JACKET WITH REMOVABLE HOOD AND FAKE FUR. 2 ZIPPED POCKETS AT FRONT. CHEST AND HOOD EMBROIDERED. METALLIC BADGE ON SLEEVE";"100% Polyamide";CHINE;62024090;179;99.9;39,00;36,00;33,00;NC
"ABEILLE DGREY DB LADY 001";WY4461F/GN;"Gris foncé";"Dark Grey";2XL/5;Parka;Parka;"Geographical Norway";Femme;Lady;3543116554328;2;"DOUDOUNE LONGUE AVEC CAPUCHE AMOVIBLE ET FOURRURE SYNTHETIQUE. POCHES ZIPPEES SUR DEVANT. BRODERIE SUR POITRINE ET CAPUCHE. BADGE METALLIQUE SUR MANCHE.";"LONG DOWN JACKET WITH REMOVABLE HOOD AND FAKE FUR. 2 ZIPPED POCKETS AT FRONT. CHEST AND HOOD EMBROIDERED. METALLIC BADGE ON SLEEVE";"100% Polyamide";CHINE;62024090;179;99.9;39,00;36,00;33,00;NC
"ABEILLE GIRL 001 BS3";WR711E/GN;Marine;Navy;8A;Parka;Parka;"Geographical Norway";Fille;Girl;3543115220132;2;"DOUDOUNE LONGUE AVEC CAPUCHE AMOVIBLE ET FOURRURE SYNTHETIQUE. POCHES ZIPPEES SUR DEVANT. BRODERIE SUR POITRINE ET CAPUCHE. BADGE METALLIQUE SUR MANCHE.";"LONG DOWN JACKET WITH REMOVABLE HOOD AND FAKE FUR. 2 ZIPPED POCKETS AT FRONT. CHEST AND HOOD EMBROIDERED. METALLIC BADGE ON SLEEVE.";"100% Polyamide";CHINE;62024090;159;0;36,00;33,00;30,00;24,00
"ABEILLE GIRL 001 BS3";WR711E/GN;Marine;Navy;10A;Parka;Parka;"Geographical Norway";Fille;Girl;3543115220149;2;"DOUDOUNE LONGUE AVEC CAPUCHE AMOVIBLE ET FOURRURE SYNTHETIQUE. POCHES ZIPPEES SUR DEVANT. BRODERIE SUR POITRINE ET CAPUCHE. BADGE METALLIQUE SUR MANCHE.";"LONG DOWN JACKET WITH REMOVABLE HOOD AND FAKE FUR. 2 ZIPPED POCKETS AT FRONT. CHEST AND HOOD EMBROIDERED. METALLIC BADGE ON SLEEVE.";"100% Polyamide";CHINE;62024090;159;0;36,00;33,00;30,00;24,00
"ABEILLE GIRL 001 BS3";WR711E/GN;Marine;Navy;12A;Parka;Parka;"Geographical Norway";Fille;Girl;3543115220156;2;"DOUDOUNE LONGUE AVEC CAPUCHE AMOVIBLE ET FOURRURE SYNTHETIQUE. POCHES ZIPPEES SUR DEVANT. BRODERIE SUR POITRINE ET CAPUCHE. BADGE METALLIQUE SUR MANCHE.";"LONG DOWN JACKET WITH REMOVABLE HOOD AND FAKE FUR. 2 ZIPPED POCKETS AT FRONT. CHEST AND HOOD EMBROIDERED. METALLIC BADGE ON SLEEVE.";"100% Polyamide";CHINE;62024090;159;0;36,00;33,00;30,00;24,00
"ABEILLE GIRL 001 BS3";WR711E/GN;Marine;Navy;14A;Parka;Parka;"Geographical Norway";Fille;Girl;3543115220163;2;"DOUDOUNE LONGUE AVEC CAPUCHE AMOVIBLE ET FOURRURE SYNTHETIQUE. POCHES ZIPPEES SUR DEVANT. BRODERIE SUR POITRINE ET CAPUCHE. BADGE METALLIQUE SUR MANCHE.";"LONG DOWN JACKET WITH REMOVABLE HOOD AND FAKE FUR. 2 ZIPPED POCKETS AT FRONT. CHEST AND HOOD EMBROIDERED. METALLIC BADGE ON SLEEVE.";"100% Polyamide";CHINE;62024090;159;0;36,00;33,00;30,00;24,00
"ABEILLE GIRL 001 BS3";WR711E/GN;Marine;Navy;16A;Parka;Parka;"Geographical Norway";Fille;Girl;3543115220170;1;"DOUDOUNE LONGUE AVEC CAPUCHE AMOVIBLE ET FOURRURE SYNTHETIQUE. POCHES ZIPPEES SUR DEVANT. BRODERIE SUR POITRINE ET CAPUCHE. BADGE METALLIQUE SUR MANCHE.";"LONG DOWN JACKET WITH REMOVABLE HOOD AND FAKE FUR. 2 ZIPPED POCKETS AT FRONT. CHEST AND HOOD EMBROIDERED. METALLIC BADGE ON SLEEVE.";"100% Polyamide";CHINE;62024090;159;0;36,00;33,00;30,00;24,00
"ABEILLE GIRL 001 BS3";WR711E/GN;Noir;Black;8A;Parka;Parka;"Geographical Norway";Fille;Girl;3543115220071;2;"DOUDOUNE LONGUE AVEC CAPUCHE AMOVIBLE ET FOURRURE SYNTHETIQUE. POCHES ZIPPEES SUR DEVANT. BRODERIE SUR POITRINE ET CAPUCHE. BADGE METALLIQUE SUR MANCHE.";"LONG DOWN JACKET WITH REMOVABLE HOOD AND FAKE FUR. 2 ZIPPED POCKETS AT FRONT. CHEST AND HOOD EMBROIDERED. METALLIC BADGE ON SLEEVE.";"100% Polyamide";CHINE;62024090;159;0;36,00;33,00;30,00;24,00
"ABEILLE GIRL 001 BS3";WR711E/GN;Noir;Black;10A;Parka;Parka;"Geographical Norway";Fille;Girl;3543115220088;2;"DOUDOUNE LONGUE AVEC CAPUCHE AMOVIBLE ET FOURRURE SYNTHETIQUE. POCHES ZIPPEES SUR DEVANT. BRODERIE SUR POITRINE ET CAPUCHE. BADGE METALLIQUE SUR MANCHE.";"LONG DOWN JACKET WITH REMOVABLE HOOD AND FAKE FUR. 2 ZIPPED POCKETS AT FRONT. CHEST AND HOOD EMBROIDERED. METALLIC BADGE ON SLEEVE.";"100% Polyamide";CHINE;62024090;159;0;36,00;33,00;30,00;24,00
"ABEILLE GIRL 001 BS3";WR711E/GN;Noir;Black;12A;Parka;Parka;"Geographical Norway";Fille;Girl;3543115220095;2;"DOUDOUNE LONGUE AVEC CAPUCHE AMOVIBLE ET FOURRURE SYNTHETIQUE. POCHES ZIPPEES SUR DEVANT. BRODERIE SUR POITRINE ET CAPUCHE. BADGE METALLIQUE SUR MANCHE.";"LONG DOWN JACKET WITH REMOVABLE HOOD AND FAKE FUR. 2 ZIPPED POCKETS AT FRONT. CHEST AND HOOD EMBROIDERED. METALLIC BADGE ON SLEEVE.";"100% Polyamide";CHINE;62024090;159;0;36,00;33,00;30,00;24,00
"ABEILLE GIRL 001 BS3";WR711E/GN;Noir;Black;14A;Parka;Parka;"Geographical Norway";Fille;Girl;3543115220101;2;"DOUDOUNE LONGUE AVEC CAPUCHE AMOVIBLE ET FOURRURE SYNTHETIQUE. POCHES ZIPPEES SUR DEVANT. BRODERIE SUR POITRINE ET CAPUCHE. BADGE METALLIQUE SUR MANCHE.";"LONG DOWN JACKET WITH REMOVABLE HOOD AND FAKE FUR. 2 ZIPPED POCKETS AT FRONT. CHEST AND HOOD EMBROIDERED. METALLIC BADGE ON SLEEVE.";"100% Polyamide";CHINE;62024090;159;0;36,00;33,00;30,00;24,00
"ABEILLE GIRL 001 BS3";WR711E/GN;Noir;Black;16A;Parka;Parka;"Geographical Norway";Fille;Girl;3543115220118;1;"DOUDOUNE LONGUE AVEC CAPUCHE AMOVIBLE ET FOURRURE SYNTHETIQUE. POCHES ZIPPEES SUR DEVANT. BRODERIE SUR POITRINE ET CAPUCHE. BADGE METALLIQUE SUR MANCHE.";"LONG DOWN JACKET WITH REMOVABLE HOOD AND FAKE FUR. 2 ZIPPED POCKETS AT FRONT. CHEST AND HOOD EMBROIDERED. METALLIC BADGE ON SLEEVE.";"100% Polyamide";CHINE;62024090;159;0;36,00;33,00;30,00;24,00
"ABEILLE GIRL 001 BS3";WR711E/GN;Taupe;Taupe;8A;Parka;Parka;"Geographical Norway";Fille;Girl;3543115220194;1;"DOUDOUNE LONGUE AVEC CAPUCHE AMOVIBLE ET FOURRURE SYNTHETIQUE. POCHES ZIPPEES SUR DEVANT. BRODERIE SUR POITRINE ET CAPUCHE. BADGE METALLIQUE SUR MANCHE.";"LONG DOWN JACKET WITH REMOVABLE HOOD AND FAKE FUR. 2 ZIPPED POCKETS AT FRONT. CHEST AND HOOD EMBROIDERED. METALLIC BADGE ON SLEEVE.";"100% Polyamide";CHINE;62024090;159;0;36,00;33,00;30,00;24,00
"ABEILLE GIRL 001 BS3";WR711E/GN;Taupe;Taupe;10A;Parka;Parka;"Geographical Norway";Fille;Girl;3543115220200;2;"DOUDOUNE LONGUE AVEC CAPUCHE AMOVIBLE ET FOURRURE SYNTHETIQUE. POCHES ZIPPEES SUR DEVANT. BRODERIE SUR POITRINE ET CAPUCHE. BADGE METALLIQUE SUR MANCHE.";"LONG DOWN JACKET WITH REMOVABLE HOOD AND FAKE FUR. 2 ZIPPED POCKETS AT FRONT. CHEST AND HOOD EMBROIDERED. METALLIC BADGE ON SLEEVE.";"100% Polyamide";CHINE;62024090;159;0;36,00;33,00;30,00;24,00
"ABEILLE GIRL 001 BS3";WR711E/GN;Taupe;Taupe;12A;Parka;Parka;"Geographical Norway";Fille;Girl;3543115220217;2;"DOUDOUNE LONGUE AVEC CAPUCHE AMOVIBLE ET FOURRURE SYNTHETIQUE. POCHES ZIPPEES SUR DEVANT. BRODERIE SUR POITRINE ET CAPUCHE. BADGE METALLIQUE SUR MANCHE.";"LONG DOWN JACKET WITH REMOVABLE HOOD AND FAKE FUR. 2 ZIPPED POCKETS AT FRONT. CHEST AND HOOD EMBROIDERED. METALLIC BADGE ON SLEEVE.";"100% Polyamide";CHINE;62024090;159;0;36,00;33,00;30,00;24,00
"ABEILLE GIRL 001 BS3";WR711E/GN;Taupe;Taupe;14A;Parka;Parka;"Geographical Norway";Fille;Girl;3543115220224;1;"DOUDOUNE LONGUE AVEC CAPUCHE AMOVIBLE ET FOURRURE SYNTHETIQUE. POCHES ZIPPEES SUR DEVANT. BRODERIE SUR POITRINE ET CAPUCHE. BADGE METALLIQUE SUR MANCHE.";"LONG DOWN JACKET WITH REMOVABLE HOOD AND FAKE FUR. 2 ZIPPED POCKETS AT FRONT. CHEST AND HOOD EMBROIDERED. METALLIC BADGE ON SLEEVE.";"100% Polyamide";CHINE;62024090;159;0;36,00;33,00;30,00;24,00
"ABEILLE LADY  BLACK DB 001";WW1894F/GN;Noir;Black;S/1;Parka;Parka;"Geographical Norway";Femme;Lady;3543116149647;2;"DOUDOUNE LONGUE AVEC CAPUCHE AMOVIBLE ET FOURRURE SYNTHETIQUE. POCHES ZIPPEES SUR DEVANT. BRODERIE SUR POITRINE ET CAPUCHE. BADGE METALLIQUE SUR MANCHE.";"LONG JACKET WITH REMOVABLE HOOD AND FAKE FUR. 2 ZIPPED POCKETS AT FRONT. CHEST AND HOOD EMBROIDERED. METALLIC BADGE ON SLEEVE.";"100% Polyamide";CHINE;62024090;179;99.9;39,00;36,00;33,00;NC
"ABEILLE LADY  BLACK DB 001";WW1894F/GN;Noir;Black;M/2;Parka;Parka;"Geographical Norway";Femme;Lady;3543116149654;3;"DOUDOUNE LONGUE AVEC CAPUCHE AMOVIBLE ET FOURRURE SYNTHETIQUE. POCHES ZIPPEES SUR DEVANT. BRODERIE SUR POITRINE ET CAPUCHE. BADGE METALLIQUE SUR MANCHE.";"LONG JACKET WITH REMOVABLE HOOD AND FAKE FUR. 2 ZIPPED POCKETS AT FRONT. CHEST AND HOOD EMBROIDERED. METALLIC BADGE ON SLEEVE.";"100% Polyamide";CHINE;62024090;179;99.9;39,00;36,00;33,00;NC
"ABEILLE LADY  BLACK DB 001";WW1894F/GN;Noir;Black;L/3;Parka;Parka;"Geographical Norway";Femme;Lady;3543116149661;3;"DOUDOUNE LONGUE AVEC CAPUCHE AMOVIBLE ET FOURRURE SYNTHETIQUE. POCHES ZIPPEES SUR DEVANT. BRODERIE SUR POITRINE ET CAPUCHE. BADGE METALLIQUE SUR MANCHE.";"LONG JACKET WITH REMOVABLE HOOD AND FAKE FUR. 2 ZIPPED POCKETS AT FRONT. CHEST AND HOOD EMBROIDERED. METALLIC BADGE ON SLEEVE.";"100% Polyamide";CHINE;62024090;179;99.9;39,00;36,00;33,00;NC
"ABEILLE LADY  BLACK DB 001";WW1894F/GN;Noir;Black;XL/4;Parka;Parka;"Geographical Norway";Femme;Lady;3543116149678;2;"DOUDOUNE LONGUE AVEC CAPUCHE AMOVIBLE ET FOURRURE SYNTHETIQUE. POCHES ZIPPEES SUR DEVANT. BRODERIE SUR POITRINE ET CAPUCHE. BADGE METALLIQUE SUR MANCHE.";"LONG JACKET WITH REMOVABLE HOOD AND FAKE FUR. 2 ZIPPED POCKETS AT FRONT. CHEST AND HOOD EMBROIDERED. METALLIC BADGE ON SLEEVE.";"100% Polyamide";CHINE;62024090;179;99.9;39,00;36,00;33,00;NC
"ABEILLE LADY  BLACK DB 001";WW1894F/GN;Noir;Black;2XL/5;Parka;Parka;"Geographical Norway";Femme;Lady;3543116149685;2;"DOUDOUNE LONGUE AVEC CAPUCHE AMOVIBLE ET FOURRURE SYNTHETIQUE. POCHES ZIPPEES SUR DEVANT. BRODERIE SUR POITRINE ET CAPUCHE. BADGE METALLIQUE SUR MANCHE.";"LONG JACKET WITH REMOVABLE HOOD AND FAKE FUR. 2 ZIPPED POCKETS AT FRONT. CHEST AND HOOD EMBROIDERED. METALLIC BADGE ON SLEEVE.";"100% Polyamide";CHINE;62024090;179;99.9;39,00;36,00;33,00;NC
"ABEILLE LADY  TAUPE DB 001";WW1896F/GN;Taupe;Taupe;S/1;Parka;Parka;"Geographical Norway";Femme;Lady;3543116149760;2;"DOUDOUNE LONGUE AVEC CAPUCHE AMOVIBLE ET FOURRURE SYNTHETIQUE. POCHES ZIPPEES SUR DEVANT. BRODERIE SUR POITRINE ET CAPUCHE. BADGE METALLIQUE SUR MANCHE.";"LONG JACKET WITH REMOVABLE HOOD AND FAKE FUR. 2 ZIPPED POCKETS AT FRONT. CHEST AND HOOD EMBROIDERED. METALLIC BADGE ON SLEEVE.";"100% Polyamide";CHINE;62024090;179;99.9;39,00;36,00;33,00;NC
"ABEILLE LADY  TAUPE DB 001";WW1896F/GN;Taupe;Taupe;M/2;Parka;Parka;"Geographical Norway";Femme;Lady;3543116149777;3;"DOUDOUNE LONGUE AVEC CAPUCHE AMOVIBLE ET FOURRURE SYNTHETIQUE. POCHES ZIPPEES SUR DEVANT. BRODERIE SUR POITRINE ET CAPUCHE. BADGE METALLIQUE SUR MANCHE.";"LONG JACKET WITH REMOVABLE HOOD AND FAKE FUR. 2 ZIPPED POCKETS AT FRONT. CHEST AND HOOD EMBROIDERED. METALLIC BADGE ON SLEEVE.";"100% Polyamide";CHINE;62024090;179;99.9;39,00;36,00;33,00;NC
"ABEILLE LADY  TAUPE DB 001";WW1896F/GN;Taupe;Taupe;L/3;Parka;Parka;"Geographical Norway";Femme;Lady;3543116149784;3;"DOUDOUNE LONGUE AVEC CAPUCHE AMOVIBLE ET FOURRURE SYNTHETIQUE. POCHES ZIPPEES SUR DEVANT. BRODERIE SUR POITRINE ET CAPUCHE. BADGE METALLIQUE SUR MANCHE.";"LONG JACKET WITH REMOVABLE HOOD AND FAKE FUR. 2 ZIPPED POCKETS AT FRONT. CHEST AND HOOD EMBROIDERED. METALLIC BADGE ON SLEEVE.";"100% Polyamide";CHINE;62024090;179;99.9;39,00;36,00;33,00;NC
"ABEILLE LADY  TAUPE DB 001";WW1896F/GN;Taupe;Taupe;XL/4;Parka;Parka;"Geographical Norway";Femme;Lady;3543116149791;2;"DOUDOUNE LONGUE AVEC CAPUCHE AMOVIBLE ET FOURRURE SYNTHETIQUE. POCHES ZIPPEES SUR DEVANT. BRODERIE SUR POITRINE ET CAPUCHE. BADGE METALLIQUE SUR MANCHE.";"LONG JACKET WITH REMOVABLE HOOD AND FAKE FUR. 2 ZIPPED POCKETS AT FRONT. CHEST AND HOOD EMBROIDERED. METALLIC BADGE ON SLEEVE.";"100% Polyamide";CHINE;62024090;179;99.9;39,00;36,00;33,00;NC
"ABEILLE LADY  TAUPE DB 001";WW1896F/GN;Taupe;Taupe;2XL/5;Parka;Parka;"Geographical Norway";Femme;Lady;3543116149807;2;"DOUDOUNE LONGUE AVEC CAPUCHE AMOVIBLE ET FOURRURE SYNTHETIQUE. POCHES ZIPPEES SUR DEVANT. BRODERIE SUR POITRINE ET CAPUCHE. BADGE METALLIQUE SUR MANCHE.";"LONG JACKET WITH REMOVABLE HOOD AND FAKE FUR. 2 ZIPPED POCKETS AT FRONT. CHEST AND HOOD EMBROIDERED. METALLIC BADGE ON SLEEVE.";"100% Polyamide";CHINE;62024090;179;99.9;39,00;36,00;33,00;NC
"ABEILLE NAVY S-XXL LADY 001 DISTRI";WW3102F/GN;Marine;Navy;S/1;Parka;Parka;"Geographical Norway";Femme;Lady;3543116110128;2;"DOUDOUNE LONGUE AVEC CAPUCHE AMOVIBLE ET FOURRURE SYNTHETIQUE. POCHES ZIPPEES SUR DEVANT. BRODERIE SUR POITRINE ET CAPUCHE. BADGE METALLIQUE SUR MANCHE.";"LONG DOWN JACKET WITH REMOVABLE HOOD AND FAKE FUR. 2 ZIPPED POCKETS AT FRONT. CHEST AND HOOD EMBROIDERED. METALLIC BADGE ON SLEEVE.";"100% Polyamide";CHINE;62024090;179;99.9;39,00;36,00;33,00;NC
"ABEILLE NAVY S-XXL LADY 001 DISTRI";WW3102F/GN;Marine;Navy;M/2;Parka;Parka;"Geographical Norway";Femme;Lady;3543116110135;2;"DOUDOUNE LONGUE AVEC CAPUCHE AMOVIBLE ET FOURRURE SYNTHETIQUE. POCHES ZIPPEES SUR DEVANT. BRODERIE SUR POITRINE ET CAPUCHE. BADGE METALLIQUE SUR MANCHE.";"LONG DOWN JACKET WITH REMOVABLE HOOD AND FAKE FUR. 2 ZIPPED POCKETS AT FRONT. CHEST AND HOOD EMBROIDERED. METALLIC BADGE ON SLEEVE.";"100% Polyamide";CHINE;62024090;179;99.9;39,00;36,00;33,00;NC
"ABEILLE NAVY S-XXL LADY 001 DISTRI";WW3102F/GN;Marine;Navy;L/3;Parka;Parka;"Geographical Norway";Femme;Lady;3543116110142;3;"DOUDOUNE LONGUE AVEC CAPUCHE AMOVIBLE ET FOURRURE SYNTHETIQUE. POCHES ZIPPEES SUR DEVANT. BRODERIE SUR POITRINE ET CAPUCHE. BADGE METALLIQUE SUR MANCHE.";"LONG DOWN JACKET WITH REMOVABLE HOOD AND FAKE FUR. 2 ZIPPED POCKETS AT FRONT. CHEST AND HOOD EMBROIDERED. METALLIC BADGE ON SLEEVE.";"100% Polyamide";CHINE;62024090;179;99.9;39,00;36,00;33,00;NC
"ABEILLE NAVY S-XXL LADY 001 DISTRI";WW3102F/GN;Marine;Navy;XL/4;Parka;Parka;"Geographical Norway";Femme;Lady;3543116110159;3;"DOUDOUNE LONGUE AVEC CAPUCHE AMOVIBLE ET FOURRURE SYNTHETIQUE. POCHES ZIPPEES SUR DEVANT. BRODERIE SUR POITRINE ET CAPUCHE. BADGE METALLIQUE SUR MANCHE.";"LONG DOWN JACKET WITH REMOVABLE HOOD AND FAKE FUR. 2 ZIPPED POCKETS AT FRONT. CHEST AND HOOD EMBROIDERED. METALLIC BADGE ON SLEEVE.";"100% Polyamide";CHINE;62024090;179;99.9;39,00;36,00;33,00;NC
"ABEILLE NAVY S-XXL LADY 001 DISTRI";WW3102F/GN;Marine;Navy;2XL/5;Parka;Parka;"Geographical Norway";Femme;Lady;3543116110166;2;"DOUDOUNE LONGUE AVEC CAPUCHE AMOVIBLE ET FOURRURE SYNTHETIQUE. POCHES ZIPPEES SUR DEVANT. BRODERIE SUR POITRINE ET CAPUCHE. BADGE METALLIQUE SUR MANCHE.";"LONG DOWN JACKET WITH REMOVABLE HOOD AND FAKE FUR. 2 ZIPPED POCKETS AT FRONT. CHEST AND HOOD EMBROIDERED. METALLIC BADGE ON SLEEVE.";"100% Polyamide";CHINE;62024090;179;99.9;39,00;36,00;33,00;NC
"ABEILLE RED DB LADY 001";WY4463F/GN;Rouge;Red;S/1;Parka;Parka;"Geographical Norway";Femme;Lady;3543116554380;2;"DOUDOUNE LONGUE AVEC CAPUCHE AMOVIBLE ET FOURRURE SYNTHETIQUE. POCHES ZIPPEES SUR DEVANT. BRODERIE SUR POITRINE ET CAPUCHE. BADGE METALLIQUE SUR MANCHE.";"LONG DOWN JACKET WITH REMOVABLE HOOD AND FAKE FUR. 2 ZIPPED POCKETS AT FRONT. CHEST AND HOOD EMBROIDERED. METALLIC BADGE ON SLEEVE";"100% Polyamide";CHINE;62024090;179;99.9;39,00;36,00;33,00;NC
"ABEILLE RED DB LADY 001";WY4463F/GN;Rouge;Red;M/2;Parka;Parka;"Geographical Norway";Femme;Lady;3543116554397;3;"DOUDOUNE LONGUE AVEC CAPUCHE AMOVIBLE ET FOURRURE SYNTHETIQUE. POCHES ZIPPEES SUR DEVANT. BRODERIE SUR POITRINE ET CAPUCHE. BADGE METALLIQUE SUR MANCHE.";"LONG DOWN JACKET WITH REMOVABLE HOOD AND FAKE FUR. 2 ZIPPED POCKETS AT FRONT. CHEST AND HOOD EMBROIDERED. METALLIC BADGE ON SLEEVE";"100% Polyamide";CHINE;62024090;179;99.9;39,00;36,00;33,00;NC
"ABEILLE RED DB LADY 001";WY4463F/GN;Rouge;Red;L/3;Parka;Parka;"Geographical Norway";Femme;Lady;3543116554403;3;"DOUDOUNE LONGUE AVEC CAPUCHE AMOVIBLE ET FOURRURE SYNTHETIQUE. POCHES ZIPPEES SUR DEVANT. BRODERIE SUR POITRINE ET CAPUCHE. BADGE METALLIQUE SUR MANCHE.";"LONG DOWN JACKET WITH REMOVABLE HOOD AND FAKE FUR. 2 ZIPPED POCKETS AT FRONT. CHEST AND HOOD EMBROIDERED. METALLIC BADGE ON SLEEVE";"100% Polyamide";CHINE;62024090;179;99.9;39,00;36,00;33,00;NC
